TcYC6_0171700	TcYC6_Contig0	942006	944390	-	surface protease GP63 (pseudogene), putative
TcYC6_0171600	TcYC6_Contig0	1841280	1841712	-	surface protease GP63 (pseudogene), putative
TcYC6_0170080	TcYC6_Contig0	1945163	1946103	-	surface protease GP63, putative (fragment)
TcYC6_0038660	TcYC6_Contig0	1421514	1421933	+	surface protease GP63, putative
TcYC6_0171500	TcYC6_Contig0	701684	702784	-	surface protease GP63 (pseudogene), putative
TcYC6_0171760	TcYC6_Contig0	2574822	2576911	+	surface protease GP63 (pseudogene), putative
TcYC6_0171810	TcYC6_Contig0	2777309	2777632	+	surface protease GP63 (pseudogene), putative
TcYC6_0040010	TcYC6_Contig0	2124481	2124897	+	surface protease GP63, putative
TcYC6_0171490	TcYC6_Contig0	683352	684450	-	surface protease GP63 (pseudogene), putative
TcYC6_0170170	TcYC6_Contig0	2933473	2934396	-	surface protease GP63, putative (fragment)
TcYC6_0040900	TcYC6_Contig0	2518478	2518894	-	surface protease GP63, putative
TcYC6_0170280	TcYC6_Contig0	1566511	1567586	+	surface protease GP63, putative
TcYC6_0171710	TcYC6_Contig0	990150	992252	-	surface protease GP63 (pseudogene), putative
TcYC6_0171630	TcYC6_Contig0	2581335	2582184	+	surface protease GP63 (pseudogene), putative
TcYC6_0041500	TcYC6_Contig0	2858177	2858524	+	surface protease GP63, putative
TcYC6_0038710	TcYC6_Contig0	1435812	1436231	-	surface protease GP63, putative
TcYC6_0171570	TcYC6_Contig0	2604815	2606905	-	surface protease GP63 (pseudogene), putative
TcYC6_0170160	TcYC6_Contig0	1784623	1785596	+	surface protease GP63, putative (fragment)
TcYC6_0170040	TcYC6_Contig0	2033349	2034439	+	surface protease GP63, putative
TcYC6_0039040	TcYC6_Contig0	1582117	1582473	+	surface protease GP63, putative
TcYC6_0170240	TcYC6_Contig0	1904159	1905240	-	surface protease GP63, putative
TcYC6_0171620	TcYC6_Contig0	2487482	2488556	-	surface protease GP63 (pseudogene), putative
TcYC6_0170310	TcYC6_Contig0	893172	894241	+	surface protease GP63, putative
TcYC6_0171730	TcYC6_Contig0	2111835	2113953	+	surface protease GP63 (pseudogene), putative
TcYC6_0170200	TcYC6_Contig0	1137986	1139064	-	surface protease GP63, putative
TcYC6_0171580	TcYC6_Contig0	1688633	1689064	-	surface protease GP63 (pseudogene), putative
TcYC6_0169530	TcYC6_Contig0	1776421	1778814	+	surface protease GP63, putative
TcYC6_0170230	TcYC6_Contig0	1749606	1750671	-	surface protease GP63, putative
TcYC6_0170290	TcYC6_Contig0	883227	884296	+	surface protease GP63, putative
