TcBrA4_0166160	TcBrA4_Contig125	209386	209961	-	mucin TcMUCII, putative
TcBrA4_0168110	TcBrA4_Contig125	72609	72818	-	mucin (pseudogene), putative
TcBrA4_0168130	TcBrA4_Contig125	188483	189055	+	mucin (pseudogene), putative
TcBrA4_0166150	TcBrA4_Contig125	215133	215708	+	mucin TcMUCII, putative
TcBrA4_0163700	TcBrA4_Contig125	165922	166455	-	mucin TcMUCII, putative
TcBrA4_0167730	TcBrA4_Contig125	81506	81866	+	mucin, putative (fragment)
TcBrA4_0163720	TcBrA4_Contig125	146061	146786	-	mucin TcMUCII, putative
TcBrA4_0163710	TcBrA4_Contig125	180615	181262	+	mucin TcMUCII, putative
TcBrA4_0168140	TcBrA4_Contig125	192354	192926	+	mucin (pseudogene), putative
TcBrA4_0163730	TcBrA4_Contig125	154835	155296	-	mucin TcMUCII, putative
TcBrA4_0163670	TcBrA4_Contig125	174610	175308	+	mucin TcMUCII, putative
TcBrA4_0163680	TcBrA4_Contig125	16927	17517	+	mucin TcMUCII, putative
TcBrA4_0168120	TcBrA4_Contig125	82219	82426	+	mucin (pseudogene), putative
TcBrA4_0168150	TcBrA4_Contig125	184500	185074	+	mucin (pseudogene), putative
TcBrA4_0163690	TcBrA4_Contig125	33935	34639	+	mucin TcMUCII, putative
TcBrA4_0163820	TcBrA4_Contig137	87192	87764	-	mucin TcMUCII, putative
TcBrA4_0168220	TcBrA4_Contig137	370737	370932	-	mucin (pseudogene), putative
TcBrA4_0168200	TcBrA4_Contig137	421612	421804	-	mucin (pseudogene), putative
TcBrA4_0163780	TcBrA4_Contig137	15028	15669	+	mucin TcMUC, putative
TcBrA4_0163750	TcBrA4_Contig137	377393	377971	-	mucin TcMUCII, putative
TcBrA4_0166540	TcBrA4_Contig137	560576	561219	+	mucin TcMUCII, putative
TcBrA4_0166560	TcBrA4_Contig137	391493	392595	+	mucin TcMUCII, putative
TcBrA4_0168170	TcBrA4_Contig137	571918	572087	+	mucin (pseudogene), putative
TcBrA4_0163830	TcBrA4_Contig137	141610	142188	+	mucin TcMUCII, putative
TcBrA4_0163840	TcBrA4_Contig137	725415	726515	-	mucin TcMUCII, putative
TcBrA4_0168190	TcBrA4_Contig137	413797	413989	-	mucin (pseudogene), putative
TcBrA4_0168230	TcBrA4_Contig137	549227	549408	+	mucin (pseudogene), putative
TcBrA4_0168210	TcBrA4_Contig137	390807	391004	+	mucin (pseudogene), putative
TcBrA4_0166510	TcBrA4_Contig137	518976	519591	-	mucin TcMUCII, putative
TcBrA4_0163790	TcBrA4_Contig137	572586	573716	+	mucin TcMUCII, putative
TcBrA4_0163810	TcBrA4_Contig137	332663	332857	-	mucin TcMUCII, putative
TcBrA4_0166550	TcBrA4_Contig137	111016	111593	-	mucin TcMUCII, putative
TcBrA4_0163770	TcBrA4_Contig137	383010	383651	+	mucin TcMUC, putative
TcBrA4_0166530	TcBrA4_Contig137	9446	10014	-	mucin TcMUCII, putative
TcBrA4_0168160	TcBrA4_Contig137	43208	43413	+	mucin (pseudogene), putative
TcBrA4_0163800	TcBrA4_Contig137	331066	332169	-	mucin TcMUCII, putative
TcBrA4_0168240	TcBrA4_Contig137	117023	117172	+	mucin (pseudogene), putative
TcBrA4_0166170	TcBrA4_Contig137	324505	325053	+	mucin TcMUCII, putative
TcBrA4_0166520	TcBrA4_Contig137	247449	248029	-	mucin TcMUCII, putative
TcBrA4_0163760	TcBrA4_Contig137	307009	307557	+	mucin TcMUCII, putative
TcBrA4_0168180	TcBrA4_Contig137	403070	403265	+	mucin (pseudogene), putative
TcBrA4_0021660	TcBrA4_Contig14	251528	252162	+	mucin TcMUC, pseudogene
TcBrA4_0168480	TcBrA4_Contig14	74441	74917	+	mucin (pseudogene), putative
TcBrA4_0164130	TcBrA4_Contig14	401907	402482	-	mucin TcMUCII, putative
TcBrA4_0166190	TcBrA4_Contig14	146128	146751	-	mucin TcMUCII, putative
TcBrA4_0164140	TcBrA4_Contig14	429695	430246	+	mucin TcMUCII, putative
TcBrA4_0164060	TcBrA4_Contig14	578278	578838	-	mucin TcMUCII, putative
TcBrA4_0164160	TcBrA4_Contig14	551963	552706	+	mucin TcMUCII, putative
TcBrA4_0168560	TcBrA4_Contig14	41036	41251	-	mucin (pseudogene), putative
TcBrA4_0164150	TcBrA4_Contig14	491082	491783	+	mucin TcMUCII, putative
TcBrA4_0168500	TcBrA4_Contig14	517852	518184	+	mucin (pseudogene), putative
TcBrA4_0168420	TcBrA4_Contig14	206846	206999	-	mucin (pseudogene), putative
TcBrA4_0168550	TcBrA4_Contig14	62994	63197	+	mucin (pseudogene), putative
TcBrA4_0164070	TcBrA4_Contig14	265595	266233	-	mucin TcMUCII, putative
TcBrA4_0168440	TcBrA4_Contig14	456935	457107	-	mucin (pseudogene), putative
TcBrA4_0164110	TcBrA4_Contig14	186238	186876	-	mucin TcMUCII, putative
TcBrA4_0164080	TcBrA4_Contig14	127540	128106	-	mucin TcMUCII, putative
TcBrA4_0168460	TcBrA4_Contig14	91007	91175	-	mucin (pseudogene), putative
TcBrA4_0168540	TcBrA4_Contig14	238190	238400	-	mucin (pseudogene), putative
TcBrA4_0164100	TcBrA4_Contig14	351193	351822	-	mucin TcMUCII, putative
TcBrA4_0164050	TcBrA4_Contig14	382810	383448	+	mucin TcMUCII, putative
TcBrA4_0166590	TcBrA4_Contig14	462747	463299	+	mucin TcMUCII, putative
TcBrA4_0168530	TcBrA4_Contig14	98081	98283	-	mucin (pseudogene), putative
TcBrA4_0164170	TcBrA4_Contig14	82930	83598	+	mucin TcMUCII, putative
TcBrA4_0164120	TcBrA4_Contig14	572943	573503	-	mucin TcMUCII, putative
TcBrA4_0168520	TcBrA4_Contig14	125431	125625	+	mucin (pseudogene), putative
TcBrA4_0168410	TcBrA4_Contig14	218735	218949	-	mucin (pseudogene), putative
TcBrA4_0168430	TcBrA4_Contig14	423885	424056	-	mucin (pseudogene), putative
TcBrA4_0021870	TcBrA4_Contig14	103970	104569	+	mucin TcMUCII
TcBrA4_0168490	TcBrA4_Contig14	306523	306714	-	mucin (pseudogene), putative
TcBrA4_0164090	TcBrA4_Contig14	586807	587385	-	mucin TcMUCII, putative
TcBrA4_0168450	TcBrA4_Contig14	359890	360146	-	mucin (pseudogene), putative
TcBrA4_0168510	TcBrA4_Contig14	244512	244672	+	mucin (pseudogene), putative
TcBrA4_0168470	TcBrA4_Contig14	30381	30725	-	mucin (pseudogene), putative
TcBrA4_0166580	TcBrA4_Contig14	531571	532313	+	mucin TcMUCII, putative
TcBrA4_0022050	TcBrA4_Contig14	275521	276114	-	putative mucin TcMUCII
TcBrA4_0166610	TcBrA4_Contig17	242670	243286	+	mucin TcMUCII, putative
TcBrA4_0166600	TcBrA4_Contig17	177575	178188	+	mucin TcMUCII, putative
TcBrA4_0164230	TcBrA4_Contig17	206828	207442	+	mucin TcMUCII, putative
TcBrA4_0164430	TcBrA4_Contig236	60352	61275	+	mucin TcMUCII, putative
TcBrA4_0166840	TcBrA4_Contig236	133663	134567	+	mucin TcMUCII, putative
TcBrA4_0164440	TcBrA4_Contig236	95743	96120	+	mucin TcMUCI, putative
TcBrA4_0164450	TcBrA4_Contig236	109488	109859	+	mucin TcMUCI, putative
TcBrA4_0166980	TcBrA4_Contig30	37581	38152	+	mucin TcMUCII, putative
TcBrA4_0164660	TcBrA4_Contig30	3903	5003	-	mucin TcMUCII, putative
TcBrA4_0168890	TcBrA4_Contig30	190289	190459	+	mucin (pseudogene), putative
TcBrA4_0166970	TcBrA4_Contig30	144595	145136	+	mucin TcMUCII, putative
TcBrA4_0168920	TcBrA4_Contig30	5504	5695	-	mucin (pseudogene), putative
TcBrA4_0164640	TcBrA4_Contig30	138985	139527	-	mucin TcMUCII, putative
TcBrA4_0167460	TcBrA4_Contig30	61245	61817	-	mucin TcMUCII, putative
TcBrA4_0166990	TcBrA4_Contig30	55736	56835	-	mucin TcMUCII, putative
TcBrA4_0164650	TcBrA4_Contig30	31962	32534	-	mucin TcMUCII, putative
TcBrA4_0168880	TcBrA4_Contig30	197895	198055	+	mucin (pseudogene), putative
TcBrA4_0168910	TcBrA4_Contig30	57334	57524	-	mucin (pseudogene), putative
TcBrA4_0168900	TcBrA4_Contig30	205317	205484	+	mucin (pseudogene), putative
TcBrA4_0167830	TcBrA4_Contig30	218393	218767	+	mucin, putative (fragment)
TcBrA4_0164680	TcBrA4_Contig30	66846	67424	+	mucin TcMUCII, putative
TcBrA4_0164630	TcBrA4_Contig30	177221	177841	+	mucin TcMUCII, putative
TcBrA4_0164670	TcBrA4_Contig30	9702	10289	-	mucin TcMUCII, putative
TcBrA4_0169050	TcBrA4_Contig33	36792	37028	+	mucin (pseudogene), putative
TcBrA4_0164820	TcBrA4_Contig33	54210	54875	+	mucin TcMUCII, putative
TcBrA4_0167040	TcBrA4_Contig38	198269	198737	-	mucin TcMUCI, putative
TcBrA4_0164920	TcBrA4_Contig38	204603	205013	+	mucin TcMUCI, putative
TcBrA4_0164900	TcBrA4_Contig38	248112	248555	+	mucin TcMUCI, putative
TcBrA4_0164940	TcBrA4_Contig38	241099	241488	+	mucin TcMUCI, putative
TcBrA4_0164890	TcBrA4_Contig38	243436	243879	+	mucin TcMUCI, putative
TcBrA4_0167880	TcBrA4_Contig38	245828	246173	+	mucin, putative (fragment)
TcBrA4_0169150	TcBrA4_Contig38	202269	202642	+	mucin (pseudogene), putative
