TcYC6_0142960	TcYC6_Contig0	2412884	2415121	+	retrotransposon hot spot (RHS) protein, putative
TcYC6_0143470	TcYC6_Contig0	27908	29336	-	retrotransposon hot spot (RHS) protein, putative
TcYC6_0143300	TcYC6_Contig0	2328681	2330904	+	retrotransposon hot spot (RHS) protein, putative
TcYC6_0143410	TcYC6_Contig0	2404674	2405370	+	retrotransposon hot spot protein (RHS), putative (fragment)
TcYC6_0143480	TcYC6_Contig0	2318316	2320552	+	retrotransposon hot spot (RHS) protein, putative
TcYC6_0143440	TcYC6_Contig0	52479	53125	-	retrotransposon hot spot protein (RHS), putative (fragment)
TcYC6_0143430	TcYC6_Contig0	2320571	2321169	+	retrotransposon hot spot protein (RHS), putative (fragment)
TcYC6_0147090	TcYC6_Contig0	49453	52163	-	retrotransposon hot spot protein (RHS, pseudogene), putative
TcYC6_0143450	TcYC6_Contig0	426385	428681	+	retrotransposon hot spot (RHS) protein, putative
TcYC6_0145980	TcYC6_Contig0	53265	53454	-	retrotransposon hot spot protein (RHS), putative (fragment)
TcYC6_0146980	TcYC6_Contig0	428943	429306	+	retrotransposon hot spot protein (RHS, pseudogene), putative
TcYC6_0147050	TcYC6_Contig0	100589	101103	-	retrotransposon hot spot protein (RHS, pseudogene), putative
TcYC6_0142970	TcYC6_Contig0	2402418	2404655	+	retrotransposon hot spot (RHS) protein, putative
TcYC6_0142950	TcYC6_Contig0	2415140	2415835	+	retrotransposon hot spot (RHS) protein, putative
TcYC6_0142930	TcYC6_Contig0	2432902	2435139	-	retrotransposon hot spot (RHS) protein, putative
TcYC6_0147010	TcYC6_Contig0	2364392	2367070	+	retrotransposon hot spot protein (RHS, pseudogene), putative
TcYC6_0147030	TcYC6_Contig0	362633	363001	+	retrotransposon hot spot protein (RHS, pseudogene), putative
TcYC6_0143360	TcYC6_Contig0	2893021	2893618	+	retrotransposon hot spot protein (RHS), putative (fragment)
TcYC6_0143340	TcYC6_Contig0	60867	62102	-	retrotransposon hot spot (RHS) protein, putative
TcYC6_0143320	TcYC6_Contig0	963740	964352	+	retrotransposon hot spot protein (RHS), putative (fragment)
TcYC6_0146960	TcYC6_Contig0	448424	448796	-	retrotransposon hot spot protein (RHS, pseudogene), putative
TcYC6_0143350	TcYC6_Contig0	2160943	2161540	-	retrotransposon hot spot protein (RHS), putative (fragment)
TcYC6_0146940	TcYC6_Contig0	829584	831819	-	retrotransposon hot spot protein (RHS, pseudogene), putative
TcYC6_0142940	TcYC6_Contig0	576256	578550	+	retrotransposon hot spot (RHS) protein, putative
TcYC6_0143380	TcYC6_Contig0	2394206	2394897	+	retrotransposon hot spot protein (RHS), putative (fragment)
TcYC6_0143460	TcYC6_Contig0	2346402	2348648	+	retrotransposon hot spot (RHS) protein, putative
TcYC6_0147070	TcYC6_Contig0	2307949	2310184	+	retrotransposon hot spot protein (RHS, pseudogene), putative
TcYC6_0143400	TcYC6_Contig0	62309	63743	-	retrotransposon hot spot (RHS) protein, putative
TcYC6_0146920	TcYC6_Contig0	2161559	2163785	-	retrotransposon hot spot protein (RHS, pseudogene), putative
TcYC6_0143420	TcYC6_Contig0	2310202	2310805	+	retrotransposon hot spot protein (RHS), putative (fragment)
TcYC6_0143370	TcYC6_Contig0	2348659	2349259	+	retrotransposon hot spot protein (RHS), putative (fragment)
TcYC6_0147060	TcYC6_Contig0	449054	451356	-	retrotransposon hot spot protein (RHS, pseudogene), putative
TcYC6_0145990	TcYC6_Contig0	14970	17715	-	retrotransposon hot spot (RHS) protein, putative
TcYC6_0147040	TcYC6_Contig0	83846	84214	-	retrotransposon hot spot protein (RHS, pseudogene), putative
TcYC6_0142980	TcYC6_Contig0	2432188	2432883	-	retrotransposon hot spot (RHS) protein, putative
TcYC6_0146990	TcYC6_Contig0	2890728	2893008	+	retrotransposon hot spot protein (RHS, pseudogene), putative
TcYC6_0147000	TcYC6_Contig0	2331193	2331516	+	retrotransposon hot spot protein (RHS, pseudogene), putative
TcYC6_0147080	TcYC6_Contig0	2391949	2394187	+	retrotransposon hot spot protein (RHS, pseudogene), putative
TcYC6_0143330	TcYC6_Contig0	26463	27701	-	retrotransposon hot spot (RHS) protein, putative
TcYC6_0146930	TcYC6_Contig0	961426	963721	+	retrotransposon hot spot protein (RHS, pseudogene), putative
TcYC6_0147020	TcYC6_Contig0	84473	86739	-	retrotransposon hot spot protein (RHS, pseudogene), putative
TcYC6_0146970	TcYC6_Contig0	578808	579180	+	retrotransposon hot spot protein (RHS, pseudogene), putative
TcYC6_0146950	TcYC6_Contig0	360837	362375	+	retrotransposon hot spot protein (RHS, pseudogene), putative
TcYC6_0143390	TcYC6_Contig0	17947	19030	-	retrotransposon hot spot (RHS) protein, putative
TcYC6_0143310	TcYC6_Contig0	828947	829565	-	retrotransposon hot spot protein (RHS), putative (fragment)
TcYC6_0147190	TcYC6_Contig10	109941	110423	-	retrotransposon hot spot protein (RHS, pseudogene), putative
TcYC6_0147170	TcYC6_Contig10	95186	96097	-	retrotransposon hot spot protein (RHS, pseudogene), putative
TcYC6_0147150	TcYC6_Contig10	94267	95044	-	retrotransposon hot spot protein (RHS, pseudogene), putative
TcYC6_0143540	TcYC6_Contig10	61181	62124	-	retrotransposon hot spot protein (RHS), putative (fragment)
TcYC6_0147200	TcYC6_Contig10	134130	134611	-	retrotransposon hot spot protein (RHS, pseudogene), putative
TcYC6_0143560	TcYC6_Contig10	50294	50930	-	retrotransposon hot spot protein (RHS), putative (fragment)
TcYC6_0143580	TcYC6_Contig10	59238	60303	-	retrotransposon hot spot (RHS) protein, putative
TcYC6_0143550	TcYC6_Contig10	81681	84010	-	retrotransposon hot spot (RHS) protein, putative
TcYC6_0147180	TcYC6_Contig10	60307	61084	-	retrotransposon hot spot protein (RHS, pseudogene), putative
TcYC6_0143570	TcYC6_Contig10	93198	94263	-	retrotransposon hot spot (RHS) protein, putative
TcYC6_0147160	TcYC6_Contig10	84328	84835	-	retrotransposon hot spot protein (RHS, pseudogene), putative
TcYC6_0147140	TcYC6_Contig10	48010	50253	-	retrotransposon hot spot protein (RHS, pseudogene), putative
