TcBrA4_0170860	TcBrA4_Contig125	11473	12117	+	Mucin-associated surface protein (MASP), subgroup S103
TcBrA4_0179250	TcBrA4_Contig125	85343	85665	+	Mucin-associated surface protein (MASP, pseudogene), putative
TcBrA4_0179270	TcBrA4_Contig125	131385	132013	+	Mucin-associated surface protein (MASP, pseudogene), putative
TcBrA4_0175270	TcBrA4_Contig125	71128	72080	-	Mucin-associated surface protein (MASP), subgroup S114
TcBrA4_0177590	TcBrA4_Contig125	104500	104678	+	Mucin-associated surface protein (MASP), putative (fragment)
TcBrA4_0177600	TcBrA4_Contig125	185639	185928	+	Mucin-associated surface protein (MASP), putative (fragment)
TcBrA4_0170830	TcBrA4_Contig125	189608	190819	+	Mucin-associated surface protein (MASP), subgroup S015
TcBrA4_0178570	TcBrA4_Contig125	131054	131210	+	Mucin-associated surface protein (MASP), putative (fragment)
TcBrA4_0170850	TcBrA4_Contig125	78024	78674	-	Mucin-associated surface protein (MASP), subgroup S103
TcBrA4_0177610	TcBrA4_Contig125	43673	43963	+	Mucin-associated surface protein (MASP), putative (fragment)
TcBrA4_0179240	TcBrA4_Contig125	64224	64630	+	Mucin-associated surface protein (MASP, pseudogene), putative
TcBrA4_0170870	TcBrA4_Contig125	221635	222798	+	Mucin-associated surface protein (MASP), subgroup S008
TcBrA4_0179260	TcBrA4_Contig125	44593	45131	+	Mucin-associated surface protein (MASP, pseudogene), putative
TcBrA4_0175280	TcBrA4_Contig125	229745	230828	+	Mucin-associated surface protein (MASP), subgroup S039
TcBrA4_0170890	TcBrA4_Contig125	207808	208875	-	Mucin-associated surface protein (MASP), subgroup S080
TcBrA4_0170740	TcBrA4_Contig125	169303	170742	+	Mucin-associated surface protein (MASP), subgroup S064
TcBrA4_0174490	TcBrA4_Contig125	35195	36253	+	Mucin-associated surface protein (MASP), subgroup S025
TcBrA4_0170780	TcBrA4_Contig125	119641	120948	+	Mucin-associated surface protein (MASP), subgroup S074
TcBrA4_0170750	TcBrA4_Contig125	202300	203460	-	Mucin-associated surface protein (MASP), subgroup S008
TcBrA4_0170790	TcBrA4_Contig125	181703	182959	+	Mucin-associated surface protein (MASP), subgroup S122
TcBrA4_0170760	TcBrA4_Contig125	144360	145523	-	Mucin-associated surface protein (MASP), subgroup S008
TcBrA4_0179230	TcBrA4_Contig125	186439	186947	+	Mucin-associated surface protein (MASP, pseudogene), putative
TcBrA4_0170810	TcBrA4_Contig125	193479	194567	+	Mucin-associated surface protein (MASP), subgroup S019
TcBrA4_0170820	TcBrA4_Contig125	92908	94050	+	Mucin-associated surface protein (MASP), subgroup S001
TcBrA4_0170730	TcBrA4_Contig125	216190	217284	+	Mucin-associated surface protein (MASP), subgroup S030
TcBrA4_0170880	TcBrA4_Contig125	17990	19453	+	Mucin-associated surface protein (MASP)
TcBrA4_0178560	TcBrA4_Contig125	63607	63858	+	Mucin-associated surface protein (MASP), putative (fragment)
TcBrA4_0170840	TcBrA4_Contig125	164313	165410	-	Mucin-associated surface protein (MASP), subgroup S025
TcBrA4_0170770	TcBrA4_Contig125	175868	177133	+	Mucin-associated surface protein (MASP), subgroup S074
TcBrA4_0170800	TcBrA4_Contig125	153195	154277	-	Mucin-associated surface protein (MASP), subgroup S025
TcBrA4_0175420	TcBrA4_Contig137	142717	143840	+	Mucin-associated surface protein (MASP), subgroup S082
TcBrA4_0174500	TcBrA4_Contig137	723466	724881	-	Mucin-associated surface protein (MASP), subgroup S126
TcBrA4_0171080	TcBrA4_Contig137	420202	421044	-	Mucin-associated surface protein (MASP), subgroup S004
TcBrA4_0178630	TcBrA4_Contig137	330316	330639	-	Mucin-associated surface protein (MASP), putative (fragment)
TcBrA4_0171060	TcBrA4_Contig137	75028	75861	-	Mucin-associated surface protein (MASP), subgroup S061
TcBrA4_0179330	TcBrA4_Contig137	296378	296816	-	Mucin-associated surface protein (MASP, pseudogene), putative
TcBrA4_0171020	TcBrA4_Contig137	463940	465184	-	Mucin-associated surface protein (MASP), subgroup S100
TcBrA4_0171100	TcBrA4_Contig137	55577	57115	+	Mucin-associated surface protein (MASP), subgroup S038
TcBrA4_0179370	TcBrA4_Contig137	326540	326718	+	Mucin-associated surface protein (MASP, pseudogene), putative
TcBrA4_0171000	TcBrA4_Contig137	490402	491145	+	Mucin-associated surface protein (MASP), subgroup S067
TcBrA4_0179350	TcBrA4_Contig137	109646	110091	-	Mucin-associated surface protein (MASP, pseudogene), putative
TcBrA4_0179400	TcBrA4_Contig137	61266	61746	+	Mucin-associated surface protein (MASP, pseudogene), putative
TcBrA4_0170970	TcBrA4_Contig137	393135	394361	+	Mucin-associated surface protein (MASP), subgroup S099
TcBrA4_0175440	TcBrA4_Contig137	193945	194776	-	Mucin-associated surface protein (MASP), subgroup S061
TcBrA4_0179390	TcBrA4_Contig137	64131	64611	+	Mucin-associated surface protein (MASP, pseudogene), putative
TcBrA4_0170910	TcBrA4_Contig137	93684	94664	-	Mucin-associated surface protein (MASP), subgroup S104
TcBrA4_0175370	TcBrA4_Contig137	259380	260658	+	Mucin-associated surface protein (MASP), subgroup S133
TcBrA4_0179440	TcBrA4_Contig137	16527	17133	+	Mucin-associated surface protein (MASP, pseudogene), putative
TcBrA4_0175350	TcBrA4_Contig137	710053	711523	-	Mucin-associated surface protein (MASP), subgroup S131
TcBrA4_0170930	TcBrA4_Contig137	368726	370186	-	Mucin-associated surface protein (MASP), subgroup S131
TcBrA4_0170980	TcBrA4_Contig137	7745	8896	-	Mucin-associated surface protein (MASP), subgroup S100
TcBrA4_0179420	TcBrA4_Contig137	185748	186367	+	Mucin-associated surface protein (MASP, pseudogene), putative
TcBrA4_0175380	TcBrA4_Contig137	474430	475895	+	Mucin-associated surface protein (MASP), subgroup S043
TcBrA4_0177640	TcBrA4_Contig137	99995	100518	-	Mucin-associated surface protein (MASP), putative (fragment)
TcBrA4_0171040	TcBrA4_Contig137	288343	289422	-	Mucin-associated surface protein (MASP), subgroup S030
TcBrA4_0170950	TcBrA4_Contig137	562065	562505	+	Mucin-associated surface protein (MASP), subgroup S061
TcBrA4_0178620	TcBrA4_Contig137	101018	101242	-	Mucin-associated surface protein (MASP), putative (fragment)
TcBrA4_0171070	TcBrA4_Contig137	202269	203759	-	Mucin-associated surface protein (MASP), subgroup S043
TcBrA4_0179320	TcBrA4_Contig137	272474	272930	-	Mucin-associated surface protein (MASP, pseudogene), putative
TcBrA4_0175410	TcBrA4_Contig137	574253	575396	+	Mucin-associated surface protein (MASP), subgroup S099
TcBrA4_0171030	TcBrA4_Contig137	300957	301964	-	Mucin-associated surface protein (MASP)
TcBrA4_0175340	TcBrA4_Contig137	375842	376827	-	Mucin-associated surface protein (MASP), subgroup S118
TcBrA4_0179360	TcBrA4_Contig137	329397	329975	-	Mucin-associated surface protein (MASP, pseudogene), putative
TcBrA4_0175430	TcBrA4_Contig137	281192	282279	-	Mucin-associated surface protein (MASP), subgroup S063
TcBrA4_0171010	TcBrA4_Contig137	412067	413230	-	Mucin-associated surface protein (MASP), subgroup S100
TcBrA4_0170940	TcBrA4_Contig137	313183	314658	+	Mucin-associated surface protein (MASP), subgroup S131
TcBrA4_0179340	TcBrA4_Contig137	517502	518042	-	Mucin-associated surface protein (MASP, pseudogene), putative
TcBrA4_0179430	TcBrA4_Contig137	579563	580053	+	Mucin-associated surface protein (MASP, pseudogene), putative
TcBrA4_0170960	TcBrA4_Contig137	363724	364935	-	Mucin-associated surface protein (MASP), subgroup S100
TcBrA4_0179410	TcBrA4_Contig137	437290	437838	-	Mucin-associated surface protein (MASP, pseudogene), putative
TcBrA4_0171050	TcBrA4_Contig137	549960	551084	+	Mucin-associated surface protein (MASP), subgroup S099
TcBrA4_0175400	TcBrA4_Contig137	173232	174699	+	Mucin-associated surface protein (MASP), subgroup S089
TcBrA4_0179380	TcBrA4_Contig137	539653	540201	+	Mucin-associated surface protein (MASP, pseudogene), putative
TcBrA4_0175360	TcBrA4_Contig137	245607	246903	-	Mucin-associated surface protein (MASP), subgroup S054
TcBrA4_0177630	TcBrA4_Contig137	404143	404537	+	Mucin-associated surface protein (MASP), putative (fragment)
TcBrA4_0179450	TcBrA4_Contig137	384509	385106	+	Mucin-associated surface protein (MASP, pseudogene), putative
TcBrA4_0171090	TcBrA4_Contig137	428023	428865	-	Mucin-associated surface protein (MASP), subgroup S004
TcBrA4_0170990	TcBrA4_Contig137	117588	118694	+	Mucin-associated surface protein (MASP), subgroup S055
TcBrA4_0170920	TcBrA4_Contig137	85367	86662	-	Mucin-associated surface protein (MASP), subgroup S054
TcBrA4_0174510	TcBrA4_Contig137	450936	452291	-	Mucin-associated surface protein (MASP), subgroup S121
TcBrA4_0175390	TcBrA4_Contig137	308086	309377	+	Mucin-associated surface protein (MASP), subgroup S054
TcBrA4_0174520	TcBrA4_Contig137	469479	470969	-	Mucin-associated surface protein (MASP), subgroup S043
TcBrA4_0171900	TcBrA4_Contig14	349536	350645	-	Mucin-associated surface protein (MASP), subgroup S055
TcBrA4_0179670	TcBrA4_Contig14	441693	442197	-	Mucin-associated surface protein (MASP, pseudogene), putative
TcBrA4_0171710	TcBrA4_Contig14	311002	312288	-	Mucin-associated surface protein (MASP), subgroup S010
TcBrA4_0174590	TcBrA4_Contig14	472227	473390	-	Mucin-associated surface protein (MASP), subgroup S008
TcBrA4_0175570	TcBrA4_Contig14	415822	416606	-	Mucin-associated surface protein (MASP), subgroup S104
